id,category_num
150822,
462617,
185035,
57994,
446746,
45125,
374464,
28184,
397990,
75882,
285430,
39260,
342211,
50374,
360956,
215948,
384874,
256629,
232791,
138105,
356489,
222334,
78750,
413844,
185878,
235762,
323920,
131067,
440570,
42383,
482416,
185151,
4735,
250015,
384859,
451563,
457817,
483830,
234510,
340867,
156334,
458514,
351935,
229673,
400931,
333637,
448265,
255061,
379746,
478275,
368172,
28886,
162699,
86535,
414635,
437805,
357624,
309918,
459648,
393853,
116047,
469422,
425568,
321054,
159866,
90058,
403856,
139603,
151154,
417285,
195595,
6775,
379762,
372095,
481861,
122541,
182092,
206415,
200382,
482335,
174151,
244355,
193631,
79406,
38047,
232232,
200897,
457674,
403820,
428918,
400425,
18285,
292284,
93036,
250432,
187846,
422807,
8467,
437486,
459593,
352896,
363098,
40859,
463844,
164676,
445358,
86343,
163612,
165740,
102213,
341459,
141349,
439132,
174689,
272963,
455894,
421627,
187300,
14090,
95176,
196361,
48739,
45250,
130829,
225345,
137210,
35943,
83180,
385899,
438775,
382710,
175022,
178903,
356437,
92431,
310649,
220459,
307762,
370839,
352606,
295484,
420424,
309416,
371988,
55875,
278221,
21366,
231181,
205913,
326965,
130310,
430996,
485997,
275289,
368104,
276475,
262053,
90040,
300236,
240371,
111608,
260626,
96292,
347637,
2711,
426947,
39466,
89000,
205656,
91285,
442701,
336176,
90291,
230759,
80127,
135901,
416639,
138216,
368825,
179921,
110694,
81298,
53713,
179911,
297744,
309411,
344181,
438128,
191416,
146942,
95167,
298121,
153860,
24135,
16323,
188992,
276621,
276168,
263337,
166378,
106958,
388780,
350330,
400220,
375669,
357004,
387697,
288484,
471891,
242829,
332367,
55109,
99877,
403304,
55175,
94110,
278581,
477707,
272364,
131922,
401563,
358415,
232915,
218400,
139262,
475937,
393164,
294004,
302429,
309576,
184659,
474692,
339750,
355611,
64919,
298922,
232602,
445961,
285803,
116551,
61681,
182483,
217407,
226471,
732,
355971,
361636,
366485,
481560,
482935,
354506,
40662,
143143,
70132,
1712,
128833,
125770,
346944,
310178,
41836,
401383,
81698,
482407,
75696,
320103,
413286,
277691,
68516,
197380,
92982,
55208,
334675,
350874,
13014,
210255,
471362,
155317,
136322,
163591,
200514,
445059,
408631,
268006,
295177,
211744,
47503,
332865,
282587,
377827,
318553,
114685,
54222,
72117,
287063,
164227,
362168,
447343,
474534,
186898,
279043,
270416,
286968,
68840,
159770,
199910,
294209,
402068,
365124,
19610,
449139,
369438,
181806,
369076,
121132,
56251,
265574,
455530,
480253,
68644,
190888,
232274,
125362,
95027,
365967,
286100,
19966,
378368,
112272,
327817,
262424,
381232,
357839,
275757,
247265,
312896,
82052,
226716,
150917,
474820,
132191,
169122,
290966,
103887,
94258,
26251,
349147,
195193,
348811,
147410,
410258,
354317,
422432,
455203,
262439,
68716,
165569,
53487,
129122,
169602,
319393,
412261,
378139,
356412,
319513,
90959,
81877,
206268,
468351,
340320,
189439,
212689,
379466,
29785,
79661,
214295,
25031,
392018,
104826,
71400,
463272,
201259,
256184,
236461,
376685,
345625,
45557,
227675,
120973,
361234,
221307,
131355,
86133,
336154,
64533,
281701,
397299,
226715,
345765,
329354,
452474,
73031,
124407,
182651,
181531,
282361,
393798,
280658,
262677,
451137,
472523,
307719,
357042,
449262,
318935,
274320,
47586,
188528,
201760,
422706,
313409,
341201,
237067,
15057,
260524,
184814,
162050,
79136,
205109,
142147,
242479,
329360,
100985,
224990,
127748,
42894,
374548,
372159,
382444,
338895,
453123,
378314,
453294,
45577,
312382,
62557,
71484,
2479,
231195,
301067,
127521,
71329,
487265,
3090,
372045,
192181,
345685,
347370,
136364,
142206,
362515,
256525,
450497,
184349,
47443,
93070,
388932,
295566,
244630,
37798,
99007,
424166,
379311,
264767,
8129,
37545,
310875,
10759,
58851,
197809,
283276,
366728,
76530,
184452,
162144,
391392,
132139,
322262,
442424,
265666,
99428,
124011,
407866,
370852,
217635,
424407,
243274,
164086,
161119,
443285,
128025,
144494,
407471,
280920,
223494,
310646,
305434,
206584,
459407,
172638,
334186,
471438,
111961,
255798,
25364,
12926,
81882,
269280,
414659,
405559,
313234,
378633,
192130,
238641,
31702,
438586,
234785,
170954,
366095,
360694,
355698,
249712,
399077,
309792,
234123,
754,
284004,
370331,
419996,
120010,
299518,
417380,
318435,
121211,
430302,
191048,
15758,
425271,
367244,
46053,
476147,
271001,
254615,
112668,
184378,
75093,
387896,
80777,
208747,
440827,
147633,
235153,
28562,
406007,
343627,
387872,
408048,
32235,
40396,
149687,
30534,
469125,
4239,
189804,
37841,
227336,
342954,
428444,
206892,
394102,
140136,
292506,
332496,
195543,
456535,
206470,
151903,
366768,
61189,
219421,
288587,
200628,
420732,
59800,
27435,
371766,
131821,
399656,
2305,
435341,
263091,
385402,
321277,
411739,
46498,
368735,
183388,
19201,
102274,
439288,
287493,
472659,
387175,
388933,
177043,
282438,
277889,
224047,
434800,
144851,
444199,
223957,
182086,
239483,
344902,
3181,
150590,
26480,
381259,
94080,
257592,
145369,
463725,
413703,
56845,
398957,
320507,
88666,
24757,
101500,
366761,
419707,
462003,
337923,
212159,
251287,
156831,
442365,
261069,
401884,
477031,
310553,
10035,
311643,
344191,
283292,
3030,
263671,
447865,
472139,
483910,
405345,
77387,
429088,
72978,
173157,
121217,
259739,
57124,
437814,
204598,
472919,
455486,
384818,
179872,
115936,
392052,
205090,
165272,
254376,
322353,
92923,
160252,
166169,
162978,
138526,
344007,
14710,
117461,
96238,
399821,
421721,
320631,
230915,
352640,
95373,
472456,
180790,
266172,
24666,
22777,
472012,
149181,
451100,
488151,
400568,
228551,
194595,
269471,
455716,
42216,
123691,
405167,
339548,
361382,
141812,
286458,
116220,
31581,
313262,
410375,
467294,
167465,
349280,
382666,
244391,
322145,
125094,
107553,
327968,
213174,
61452,
328069,
246548,
37531,
250570,
278993,
436032,
244228,
254537,
206969,
428831,
408677,
312515,
62763,
55905,
484510,
276158,
358120,
455926,
364888,
38643,
461469,
438966,
263615,
301992,
484429,
419046,
101142,
263616,
85296,
328827,
131328,
254637,
441,
355674,
101084,
276830,
6741,
90886,
353257,
200589,
452264,
127730,
315025,
206490,
154541,
277802,
428897,
52689,
363905,
282523,
343905,
480159,
303182,
7954,
17968,
476179,
384838,
82155,
43297,
241959,
275815,
101671,
29548,
17481,
471740,
440944,
115451,
409286,
414540,
199833,
102205,
144297,
325788,
299382,
428765,
364122,
319170,
47139,
394220,
112831,
41527,
359742,
259996,
423955,
313916,
181748,
48690,
63750,
432670,
111689,
175430,
388385,
59937,
177299,
125805,
204194,
326275,
53203,
372889,
398663,
169087,
294129,
52594,
81592,
252843,
424429,
466019,
285741,
477847,
469619,
4059,
283601,
140336,
451957,
157081,
243783,
217945,
108738,
378911,
79045,
335323,
191140,
199398,
52138,
322058,
1501,
49798,
105676,
151836,
177196,
169990,
136615,
276472,
39896,
362704,
447975,
255676,
406199,
451682,
14275,
308335,
91796,
86175,
88401,
147743,
36882,
97641,
260717,
27486,
58858,
89130,
84329,
235377,
313563,
9162,
78029,
457359,
386352,
272736,
279397,
244491,
276282,
291983,
288314,
72588,
185418,
287245,
264494,
258537,
101945,
254633,
464426,
306174,
417026,
334499,
400125,
74933,
174700,
146433,
107028,
300829,
40419,
817,
272758,
42876,
11396,
378285,
441908,
281076,
84580,
417535,
48937,
431144,
330223,
344373,
40413,
362416,
131757,
430978,
401697,
74193,
404148,
23590,
45922,
98747,
240849,
12357,
377801,
62183,
271994,
347928,
183442,
121274,
358,
314800,
458780,
145493,
282883,
269102,
4251,
88955,
307834,
459068,
198884,
169518,
357365,
326437,
388577,
364336,
269161,
177065,
458883,
235316,
89876,
194657,
346203,
352554,
350218,
316847,
479348,
20466,
163442,
9820,
325066,
96146,
398377,
485860,
369875,
283667,
408411,
250544,
135834,
468052,
31738,
444538,
424803,
315600,
368730,
7599,
395936,
286339,
438687,
77360,
70005,
31984,
265729,
190708,
166632,
368062,
82087,
166209,
305749,
250177,
453959,
219225,
108677,
91367,
248027,
176218,
322467,
447077,
387153,
47480,
461060,
201226,
213145,
393473,
309263,
198181,
456493,
281277,
275515,
34931,
72525,
231778,
279055,
419372,
298929,
183496,
23314,
254736,
324764,
46466,
449787,
108242,
289085,
289415,
16619,
151157,
451371,
85311,
486924,
404849,
11981,
282500,
62962,
224520,
72982,
375767,
350858,
221736,
156198,
277094,
391883,
66039,
154537,
366662,
73232,
390324,
482296,
180269,
447460,
62113,
1746,
307616,
336886,
464347,
78252,
270622,
75427,
387613,
353269,
393494,
128290,
177338,
352636,
325281,
229766,
358600,
419383,
483988,
341131,
331243,
168870,
452459,
179728,
52286,
162072,
301154,
474729,
377332,
403251,
243379,
199366,
229367,
296040,
458325,
150338,
482747,
193726,
409687,
404866,
239038,
432851,
256721,
67101,
121658,
143895,
408728,
427739,
254126,
140858,
379559,
227327,
433365,
279105,
121213,
337855,
365293,
126255,
52633,
150249,
261220,
219644,
225979,
321632,
350863,
407135,
309770,
289418,
333086,
21728,
46085,
404033,
487312,
459283,
332368,
144777,
59965,
345206,
481678,
321165,
38917,
408647,
232574,
202699,
220220,
436895,
83710,
262038,
145981,
328811,
429000,
187436,
10684,
431839,
146310,
172970,
309054,
386116,
49806,
457768,
435748,
93965,
329414,
17632,
403344,
159632,
50967,
19222,
107956,
55556,
390598,
207200,
315394,
112089,
206435,
149174,
62816,
178448,
276647,
480808,
402265,
247288,
216064,
349745,
367883,
19064,
377274,
127417,
304967,
22487,
51307,
261364,
63996,
105331,
104049,
333935,
486801,
209087,
342863,
415854,
182860,
111525,
302500,
352433,
87866,
186047,
261865,
156590,
480352,
330702,
131589,
482289,
300329,
180383,
486774,
412460,
151643,
178111,
483739,
96089,
38495,
92441,
322247,
401145,
46607,
146468,
140478,
268897,
36420,
182663,
48144,
411632,
271949,
282263,
71333,
470327,
24365,
61173,
367231,
170040,
136211,
246766,
131243,
107112,
475594,
202226,
243902,
274057,
138045,
187636,
57078,
182208,
407178,
392808,
176279,
295257,
322334,
388926,
51160,
289990,
435942,
448614,
375830,
106487,
462581,
101513,
361018,
33448,
140697,
111669,
34180,
162383,
185909,
267152,
379409,
138988,
296249,
57498,
113571,
413474,
328794,
166069,
282667,
460537,
121189,
449156,
44748,
130243,
350546,
369205,
372115,
103564,
42068,
163548,
260018,
36747,
445518,
276559,
111510,
453472,
212989,
72454,
107646,
228302,
432706,
126925,
1619,
122302,
200713,
375496,
192383,
44763,
483851,
367602,
85477,
485972,
418452,
331240,
445297,
318652,
210944,
361958,
418370,
368409,
434508,
402866,
209781,
452374,
164530,
33391,
100244,
441285,
327980,
258076,
142861,
412031,
260361,
86282,
435832,
317817,
39884,
120149,
434827,
183887,
445833,
283843,
288758,
220393,
78418,
444793,
158401,
38908,
411318,
219368,
463118,
467784,
227028,
420225,
424583,
3241,
234839,
2896,
305655,
339334,
293013,
391032,
453595,
477702,
55930,
473547,
204365,
156555,
171536,
333496,
403329,
97884,
418060,
155856,
340100,
103351,
16318,
9889,
391844,
73461,
49182,
139129,
130479,
114829,
428655,
326366,
34339,
90963,
447121,
441972,
471886,
334914,
105797,
1405,
68192,
219600,
337135,
374304,
297805,
100430,
317075,
481918,
345045,
149437,
370455,
267484,
407928,
103738,
414056,
86928,
132572,
317066,
165051,
12729,
284571,
131266,
180076,
268702,
294917,
151754,
359293,
159930,
274470,
99736,
30406,
352755,
163795,
172543,
81661,
481473,
31462,
285555,
177756,
107306,
46167,
23359,
467825,
13050,
31325,
316068,
127395,
121662,
295354,
338574,
278263,
449604,
280957,
304279,
423448,
314720,
315297,
397924,
282553,
235309,
394325,
169386,
131149,
488104,
180467,
325661,
9660,
308499,
486585,
446239,
41236,
292256,
279769,
81884,
154896,
485707,
25714,
221560,
219027,
360118,
477603,
471751,
145671,
136151,
123455,
146434,
213829,
486176,
356616,
27730,
49819,
319634,
313711,
446772,
376671,
307109,
322664,
352604,
414767,
335346,
474519,
283646,
317247,
163906,
96483,
235126,
367088,
390510,
344676,
179928,
405769,
460234,
57237,
256210,
80185,
109440,
478893,
131491,
82562,
220552,
37707,
59357,
234432,
63455,
468306,
374297,
254319,
367527,
91115,
201328,
351135,
41338,
328194,
203647,
17888,
72279,
367889,
158426,
185297,
460115,
13740,
